,node1,node2,relation
571,Cluster 1,Right Anti-Lgbtq Website,Cluster-Entity
572,Cluster 1,Right View,Cluster-Entity
573,Cluster 1,Anti-Lgbtq Bills,Cluster-Entity
574,Cluster 1,Idaho,Cluster-Entity
575,Cluster 4,Joe Biden,Cluster-Entity
576,Cluster 4,Administration  Commitment,Cluster-Entity
577,Cluster 3,Michaela Jaé Rodriguez,Cluster-Entity
578,Cluster 3,New Orleans,Cluster-Entity
579,Cluster 3,Trans,Cluster-Entity
580,Cluster 3,Lgbtq,Cluster-Entity
581,Cluster 3,The Advocate,Cluster-Entity
582,Cluster 5,Jojo,Cluster-Entity
583,Cluster 5,Hits,Cluster-Entity
584,Cluster 5,Billboard Top,Cluster-Entity
585,Cluster 5,Karma,Cluster-Entity
586,Cluster 3,Rachel Levine,Cluster-Entity
587,Cluster 3,Pennsylvania,Cluster-Entity
588,Cluster 3,Health Secretary,Cluster-Entity
589,Cluster 3,Assistant Secretary For Health,Cluster-Entity
590,Cluster 9,Joe Biden,Cluster-Entity
591,Cluster 9,Lgbt,Cluster-Entity
592,Cluster 9,Modest Restrictions,Cluster-Entity
593,Cluster 9,Republicans,Cluster-Entity
594,Cluster 9,Pride Flags,Cluster-Entity
595,Cluster 6,Drag Queens,Cluster-Entity
596,Cluster 6,Full Article,Cluster-Entity
597,Cluster 6,Joe Biden,Cluster-Entity
598,Cluster 6,Kamala Harris,Cluster-Entity
599,Cluster 6,Amgreatness.Com,Cluster-Entity
600,Cluster 6,Gay Bar,Cluster-Entity
601,Cluster 6,Toronto,Cluster-Entity
602,Cluster 6,Montreal,Cluster-Entity
603,Cluster 6,Local Comedians,Cluster-Entity
604,Cluster 6,Cross-Country Tour,Cluster-Entity
605,Cluster 2,Olivia Colman,Cluster-Entity
606,Cluster 2,Academy Award Winner,Cluster-Entity
607,Cluster 2,Beloved Career,Cluster-Entity
608,Cluster 2,Little,Cluster-Entity
609,Cluster 2,Wicked,Cluster-Entity
610,Cluster 2,Heartstopper,Cluster-Entity
611,Cluster 2,New Letters Film,Cluster-Entity
612,Cluster 2,Short Film,Cluster-Entity
613,Cluster 1,Graphic Novel,Cluster-Entity
614,Cluster 1,Forthcoming Anthology,Cluster-Entity
615,Cluster 1,Lgtbq,Cluster-Entity
616,Cluster 2,Numerous,Cluster-Entity
617,Cluster 2,Eurovision,Cluster-Entity
618,Cluster 2,Israel,Cluster-Entity
619,Cluster 2,Uswnt,Cluster-Entity
620,Cluster 2,Korbin Albert,Cluster-Entity
621,Cluster 2,Anti-Lgbtq Bills,Cluster-Entity
622,Cluster 2,Social Media,Cluster-Entity
623,Cluster 2,Media Matters,Cluster-Entity
624,Cluster 6,Short Film,Cluster-Entity
625,Cluster 6,Movies,Cluster-Entity
626,Cluster 3,Rev,Cluster-Entity
627,Cluster 3,Louis,Cluster-Entity
628,Cluster 4,Equalpride,Cluster-Entity
629,Cluster 4,Ceo,Cluster-Entity
630,Cluster 6,Artists,Cluster-Entity
631,Cluster 6,Eurovision,Cluster-Entity
632,Cluster 1,Safe Spaces,Cluster-Entity
633,Cluster 1,Janel Diaz,Cluster-Entity
634,Cluster 1,Transgender Rights,Cluster-Entity
635,Cluster 1,Capital Tea,Cluster-Entity
636,Cluster 4,Wh,Cluster-Entity
637,Cluster 4,Joe Biden,Cluster-Entity
638,Cluster 4,White House,Cluster-Entity
639,Cluster 4,Dishonest Gop Criticism,Cluster-Entity
640,Cluster 4,Transgender,Cluster-Entity
641,Cluster 4,Easter,Cluster-Entity
642,Cluster 4,Transgender,Cluster-Entity
643,Cluster 4,March,Cluster-Entity
644,Cluster 3,Lgbtq,Cluster-Entity
645,Cluster 3,Lgbt,Cluster-Entity
646,Cluster 3,Russia,Cluster-Entity
647,Cluster 3,Lgbtq,Cluster-Entity
648,Cluster 3,Russia,Cluster-Entity
649,Cluster 1,Trans,Cluster-Entity
650,Cluster 1,Arely Westley,Cluster-Entity
651,Cluster 1,Human Rights Campaign,Cluster-Entity
652,Cluster 1,The Advocate,Cluster-Entity
653,Cluster 1,Robert F. Kennedy,Cluster-Entity
654,Cluster 1,Crucial Moment,Cluster-Entity
655,Cluster 3,Lgbt,Cluster-Entity
656,Cluster 3,Russia,Cluster-Entity
657,Cluster 5,Vlad,Cluster-Entity
658,Cluster 5,Machine Gunner,Cluster-Entity
659,Cluster 5,Putin,Cluster-Entity
660,Cluster 5,Army,Cluster-Entity
661,Cluster 5,Strike,Cluster-Entity
662,Cluster 6,Wanderful Founder Beth Santos,Cluster-Entity
663,Cluster 6,Trailblazer,Cluster-Entity
664,Cluster 6,Advice,Cluster-Entity
665,Cluster 6,Travel,Cluster-Entity
666,Cluster 6,Debut Book,Cluster-Entity
667,Cluster 6,Athletes,Cluster-Entity
668,Cluster 6,Competitive Adv,Cluster-Entity
669,Cluster 4,Joe Biden,Cluster-Entity
670,Cluster 4,Transgender,Cluster-Entity
671,Cluster 4,Easter,Cluster-Entity
672,Cluster 4,Visibility,Cluster-Entity
673,Cluster 4,Christian Holidays,Cluster-Entity
674,Cluster 4,White House,Cluster-Entity
675,Cluster 4,Breitbart,Cluster-Entity
676,Cluster 4,Medal Winner,Cluster-Entity
677,Cluster 4,Caitlyn Jenner,Cluster-Entity
678,Cluster 4,Transgender,Cluster-Entity
679,Cluster 4,Easter,Cluster-Entity
680,Cluster 4,Joe Biden,Cluster-Entity
681,Cluster 4,Joe Biden,Cluster-Entity
682,Cluster 4,Transgender,Cluster-Entity
683,Cluster 4,March,Cluster-Entity
684,Cluster 4,Conservative,Cluster-Entity
685,Cluster 4,Backlash,Cluster-Entity
686,Cluster 2,Anti-Gay Legislation,Cluster-Entity
687,Cluster 2,Open Borders,Cluster-Entity
688,Cluster 4,Rachel Crandall Crocker,Cluster-Entity
689,Cluster 4,Transgender,Cluster-Entity
690,Cluster 6,Dom Tulleken,Cluster-Entity
691,Cluster 6,Dance Moms,Cluster-Entity
692,Cluster 4,Republican Ohio,Cluster-Entity
693,Cluster 4,March,Cluster-Entity
694,Cluster 4,Joe Biden,Cluster-Entity
695,Cluster 4,Visibility,Cluster-Entity
696,Cluster 9,Trans,Cluster-Entity
697,Cluster 9,Transgender Man,Cluster-Entity
698,Cluster 9,Appeals Court,Cluster-Entity
699,Cluster 9,Georgia,Cluster-Entity
700,Cluster 2,Scotland,Cluster-Entity
701,Cluster 2,Hate Crime,Cluster-Entity
702,Cluster 2,Bbc,Cluster-Entity
703,Cluster 2,James Cook,Cluster-Entity
704,Cluster 2,Glaad,Cluster-Entity
705,Cluster 2,Black Lgbtq Media Advocacy,Cluster-Entity
706,Cluster 2,Dynamic Force,Cluster-Entity
707,Cluster 2,Communities,Cluster-Entity
708,Cluster 2,Brazilian,Cluster-Entity
709,Cluster 2,Star ,Cluster-Entity
710,Cluster 2,Federal Report,Cluster-Entity
711,Cluster 2,Civil Police Chief,Cluster-Entity
712,Cluster 2,Marielle Franco,Cluster-Entity
713,Cluster 2,Tennessee State,Cluster-Entity
714,Cluster 2,Lgbtq,Cluster-Entity
715,Cluster 2,Black,Cluster-Entity
716,Cluster 2,Federal State Police,Cluster-Entity
717,Cluster 2,Police,Cluster-Entity
718,Cluster 0,Jace Reh,Cluster-Entity
719,Cluster 0,Gay Conversion Therapy,Cluster-Entity
720,Cluster 0,Conversion Practices,Cluster-Entity
721,Cluster 9,Need To,Cluster-Entity
722,Cluster 9,Lgbt Youth,Cluster-Entity
723,Cluster 8,Laws,Cluster-Entity
724,Cluster 8,Canada,Cluster-Entity
725,Cluster 0,Gentili,Cluster-Entity
726,Cluster 0,February,Cluster-Entity
727,Cluster 3,Transgender,Cluster-Entity
728,Cluster 3,Unexpected Places,Cluster-Entity
729,Cluster 4,Joe Biden,Cluster-Entity
730,Cluster 4,Us President,Cluster-Entity
731,Cluster 4,Transgender,Cluster-Entity
732,Cluster 4,Controversial Decision,Cluster-Entity
733,Cluster 7,Wisconsin,Cluster-Entity
734,Cluster 7,Owasso High School,Cluster-Entity
735,Cluster 7,School Athletics Ban,Cluster-Entity
736,Cluster 7,Republican Ohio,Cluster-Entity
737,Cluster 7,Wisconsin,Cluster-Entity
738,Cluster 7,Democratic Governor Vetoes,Cluster-Entity
739,Cluster 7,Wisconsin,Cluster-Entity
740,Cluster 7,Tony Evers,Cluster-Entity
741,Cluster 7,Radical Pivot,Cluster-Entity
742,Cluster 7,Republican Ohio,Cluster-Entity
743,Cluster 1,Republican Ohio,Cluster-Entity
744,Cluster 1,Foul,Cluster-Entity
745,Cluster 1,Homophobic Legislator,Cluster-Entity
746,Cluster 1,Tennessee State,Cluster-Entity
747,Cluster 1,Missouri,Cluster-Entity
748,Cluster 1,Dark History,Cluster-Entity
749,Cluster 2,Best Buy,Cluster-Entity
750,Cluster 2,Conservative,Cluster-Entity
751,Cluster 2,Lgbtq,Cluster-Entity
752,Cluster 7,Gov,Cluster-Entity
753,Cluster 7,Anti-Gay Bill,Cluster-Entity
754,Cluster 7,Wisconsin,Cluster-Entity
755,Cluster 7,Girls,Cluster-Entity
756,Cluster 7,Liberal Democrat,Cluster-Entity
757,Cluster 7,Athletes,Cluster-Entity
758,Cluster 9,Of Hitler,Cluster-Entity
759,Cluster 9,Kanye West,Cluster-Entity
760,Cluster 9,Lawsuit,Cluster-Entity
761,Cluster 6,Clark,Cluster-Entity
762,Cluster 6,Final,Cluster-Entity
763,Cluster 6,Uconn,Cluster-Entity
764,Cluster 6,Freshman Year,Cluster-Entity
765,Cluster 7,Michigan,Cluster-Entity
766,Cluster 7,Gov,Cluster-Entity
767,Cluster 7,Surrogacy,Cluster-Entity
768,Cluster 7,Royal Oak,Cluster-Entity
769,Cluster 7,Common Sense,Cluster-Entity
770,Cluster 4,Karine Jean Pierre,Cluster-Entity
771,Cluster 4,Health Secretary,Cluster-Entity
772,Cluster 4,Joe Biden,Cluster-Entity
773,Cluster 4,Trans,Cluster-Entity
774,Cluster 4,Wing Extremists,Cluster-Entity
775,Cluster 4,Transgender,Cluster-Entity
776,Cluster 4,S Beach,Cluster-Entity
777,Cluster 2,Elon Musk,Cluster-Entity
778,Cluster 2,Psychological Safety,Cluster-Entity
779,Cluster 2,New Safety Chiefs,Cluster-Entity
780,Cluster 4,Trans,Cluster-Entity
781,Cluster 4,James Carville,Cluster-Entity
782,Cluster 4,Democratic Incumbent,Cluster-Entity
783,Cluster 4,Newsnation,Cluster-Entity
784,Cluster 4,White House,Cluster-Entity
785,Cluster 4,Knew,Cluster-Entity
786,Cluster 4,Joe Biden,Cluster-Entity
787,Cluster 4,Transgender,Cluster-Entity
788,Cluster 4, Broadcast,Cluster-Entity
789,Cluster 4,Easter,Cluster-Entity
790,Cluster 4,Cuomo,Cluster-Entity
791,Cluster 7,Wisconsin,Cluster-Entity
792,Cluster 7,Democratic Incumbent,Cluster-Entity
793,Cluster 7,Anti-Transgender Sports Bill,Cluster-Entity
794,Cluster 7,Sports,Cluster-Entity
795,Cluster 8,Uganda,Cluster-Entity
796,Cluster 8,Appeals Court,Cluster-Entity
797,Cluster 8,Constitutional Court  Decision,Cluster-Entity
798,Cluster 8,Lgbtq,Cluster-Entity
799,Cluster 8,Anti-Gay Legislation,Cluster-Entity
800,Cluster 8,Uganda,Cluster-Entity
801,Cluster 8,Anti-Gay Legislation,Cluster-Entity
802,Cluster 8,Appeals Court,Cluster-Entity
803,Cluster 3,Human Rights Campaign,Cluster-Entity
804,Cluster 3,Hilton,Cluster-Entity
805,Cluster 3,Wing Extremists,Cluster-Entity
806,Cluster 3,Southern California,Cluster-Entity
807,Cluster 3,Anti-Lgbtq Bills,Cluster-Entity
808,Cluster 2,Goran Stolevski,Cluster-Entity
809,Cluster 2,Macedonia,Cluster-Entity
810,Cluster 2,Cautionary Tale,Cluster-Entity
811,Cluster 8,Ugandan,Cluster-Entity
812,Cluster 8,Uganda,Cluster-Entity
813,Cluster 8,Anti-Gay Legislation,Cluster-Entity
814,Cluster 4,Transgender,Cluster-Entity
815,Cluster 4,Joe Biden,Cluster-Entity
816,Cluster 4,Christianity,Cluster-Entity
817,Cluster 4,Easter,Cluster-Entity
818,Cluster 4,Anger,Cluster-Entity
819,Cluster 4,Public  Opposition,Cluster-Entity
820,Cluster 4,Top Transgender Appointee,Cluster-Entity
821,Cluster 1,Cardiff,Cluster-Entity
822,Cluster 1,Wales,Cluster-Entity
823,Cluster 1,Europe,Cluster-Entity
824,Cluster 1,Lgbtq,Cluster-Entity
825,Cluster 3,Donald Trump,Cluster-Entity
826,Cluster 3,North Carolina,Cluster-Entity
827,Cluster 3,Mark Burns,Cluster-Entity
828,Cluster 3,Oklahoma District,Cluster-Entity
829,Cluster 5,Olds,Cluster-Entity
830,Cluster 5,Face,Cluster-Entity
831,Cluster 5,Drag Queens,Cluster-Entity
832,Cluster 5,Lgbtq,Cluster-Entity
833,Cluster 5,Breitbart,Cluster-Entity
834,Cluster 4,Melania Trump,Cluster-Entity
835,Cluster 4,Joe Biden,Cluster-Entity
836,Cluster 4,Trans,Cluster-Entity
837,Cluster 4,Republican National Committee,Cluster-Entity
838,Cluster 4,Transgender Rights,Cluster-Entity
839,Cluster 6,Detransitioner Crashes Disney Shareholder Meeting,Cluster-Entity
840,Cluster 6,Disney,Cluster-Entity
841,Cluster 6,Body,Cluster-Entity
842,Cluster 6,Shareholder Meeting,Cluster-Entity
843,Cluster 6,Patricia Highsmith,Cluster-Entity
844,Cluster 6,Tom Ripley,Cluster-Entity
845,Cluster 8,Gay Bar,Cluster-Entity
846,Cluster 8,Lgbt Community,Cluster-Entity
847,Cluster 8,Ugandan,Cluster-Entity
848,Cluster 8,Transgender Rights,Cluster-Entity
849,Cluster 8,Ugandan Gay Rights,Cluster-Entity
850,Cluster 8,Pressure,Cluster-Entity
851,Cluster 8,Uganda,Cluster-Entity
852,Cluster 1,Magda Eriksson,Cluster-Entity
853,Cluster 1,Emma Hayes,Cluster-Entity
854,Cluster 5,Conservative,Cluster-Entity
855,Cluster 5,School Board Members,Cluster-Entity
856,Cluster 5,St. Louis Area,Cluster-Entity
857,Cluster 5,Humiliating Loss,Cluster-Entity
858,Cluster 6,Hunt,Cluster-Entity
859,Cluster 6,Mp,Cluster-Entity
860,Cluster 2,Scotland,Cluster-Entity
861,Cluster 2,Hate Crime,Cluster-Entity
862,Cluster 6,Guardianship System,Cluster-Entity
863,Cluster 6,Central Event,Cluster-Entity
864,Cluster 6,Human Rights Campaign,Cluster-Entity
865,Cluster 6,Transgender Rights,Cluster-Entity
866,Cluster 6,Transgender Women,Cluster-Entity
867,Cluster 6,Saudi Arabia,Cluster-Entity
868,Cluster 3,Headlines,Cluster-Entity
869,Cluster 3,Sports,Cluster-Entity
870,Cluster 3,Grade School Libraries,Cluster-Entity
871,Cluster 6,Israel,Cluster-Entity
872,Cluster 6,Gaza,Cluster-Entity
873,Cluster 6,Joe Biden,Cluster-Entity
874,Cluster 8,Steven Kabuye,Cluster-Entity
875,Cluster 8,Marks,Cluster-Entity
876,Cluster 8,Anti-Homosexuality,Cluster-Entity
877,Cluster 8,Social Media,Cluster-Entity
878,Cluster 8,Uganda,Cluster-Entity
879,Cluster 6,U.S. Constitution,Cluster-Entity
880,Cluster 6,James Carville,Cluster-Entity
881,Cluster 6,Independence,Cluster-Entity
882,Cluster 6,Christian Ziegler,Cluster-Entity
883,Cluster 4,Sex Workers,Cluster-Entity
884,Cluster 4,Florida,Cluster-Entity
885,Cluster 4,Beloved Career,Cluster-Entity
886,Cluster 2,Trans Harvard Professor,Cluster-Entity
887,Cluster 2,Harvard,Cluster-Entity
888,Cluster 2,Trans,Cluster-Entity
889,Cluster 2,Taylor Swift,Cluster-Entity
890,Cluster 2,New Orleans,Cluster-Entity
891,Cluster 0,Ella Matthes,Cluster-Entity
892,Cluster 0,March,Cluster-Entity
893,Cluster 6,Lindsey Horan,Cluster-Entity
894,Cluster 6,Death Penalty,Cluster-Entity
895,Cluster 6,77Th Minute Penalty,Cluster-Entity
896,Cluster 6,Shebelieves,Cluster-Entity
897,Cluster 6,Usa,Cluster-Entity
898,Cluster 6,Japan,Cluster-Entity
899,Cluster 9,Lgbtq,Cluster-Entity
900,Cluster 9,American Library Association,Cluster-Entity
901,Cluster 9,Debut Book,Cluster-Entity
902,Cluster 8,Lgbtq,Cluster-Entity
903,Cluster 8,Roy Trey Farmer,Cluster-Entity
904,Cluster 8,Bachelor  Degree,Cluster-Entity
905,Cluster 8,Child Pornography,Cluster-Entity
906,Cluster 8,Classical Philosophy,Cluster-Entity
907,Cluster 1,Jamie Dimon,Cluster-Entity
908,Cluster 1,Annual Letter,Cluster-Entity
909,Cluster 7,Vatican,Cluster-Entity
910,Cluster 7,Unique Dignity,Cluster-Entity
911,Cluster 8,Chaya Milchtein,Cluster-Entity
912,Cluster 8,Automotive Knowledge,Cluster-Entity
913,Cluster 5,Youth Camp Teaching Children,Cluster-Entity
914,Cluster 5,Lgbt,Cluster-Entity
915,Cluster 5,Genderless Drag Stars,Cluster-Entity
916,Cluster 5,Drag Queens,Cluster-Entity
917,Cluster 6,Marketing,Cluster-Entity
918,Cluster 6,Inclusive,Cluster-Entity
919,Cluster 6,Relevance,Cluster-Entity
920,Cluster 6,World  Transgender Clinic,Cluster-Entity
921,Cluster 6,World ,Cluster-Entity
922,Cluster 6,Naziism,Cluster-Entity
923,Cluster 6,Germany,Cluster-Entity
924,Cluster 6,Jewish Doctor,Cluster-Entity
925,Cluster 6,20Th Century,Cluster-Entity
926,Cluster 6,Rampant Wickedness,Cluster-Entity
927,Cluster 1,The Advocate,Cluster-Entity
928,Cluster 1,Jake Shears,Cluster-Entity
929,Cluster 1,Equalpride,Cluster-Entity
930,Cluster 1,Equalpride  Iconic Publications,Cluster-Entity
931,Cluster 7,Vatican,Cluster-Entity
932,Cluster 7,God,Cluster-Entity
933,Cluster 7,Human Life,Cluster-Entity
934,Cluster 7,Grave Violations,Cluster-Entity
935,Cluster 9,Melania Trump,Cluster-Entity
936,Cluster 9,Rare Fundraising Appearance,Cluster-Entity
937,Cluster 6,Gay Bar,Cluster-Entity
938,Cluster 6,Jerrod Carmichael,Cluster-Entity
939,Cluster 6,Scary,Cluster-Entity
940,Cluster 6,Dave Chappelle,Cluster-Entity
941,Cluster 6,Egomaniac,Cluster-Entity
942,Cluster 6,Breitbart,Cluster-Entity
943,Cluster 7,Vatican,Cluster-Entity
944,Cluster 7,Surgery,Cluster-Entity
945,Cluster 7,Pope Francis,Cluster-Entity
946,Cluster 7,Bomb Threats,Cluster-Entity
947,Cluster 7,Surrogacy,Cluster-Entity
948,Cluster 7,Gender Affirming Surgery,Cluster-Entity
949,Cluster 7,Gender Theory,Cluster-Entity
950,Cluster 7,Catholic Teachings,Cluster-Entity
951,Cluster 0,Dei,Cluster-Entity
952,Cluster 0,New Orleans,Cluster-Entity
953,Cluster 0,Amherst,Cluster-Entity
954,Cluster 0,Radical Pivot,Cluster-Entity
955,Cluster 9,Louisiana,Cluster-Entity
956,Cluster 9,Transgender,Cluster-Entity
957,Cluster 9,Locker Rooms,Cluster-Entity
958,Cluster 9,Transgender Bathroom Bill,Cluster-Entity
959,Cluster 9,Gender Identity,Cluster-Entity
960,Cluster 9,Naia,Cluster-Entity
961,Cluster 9,Pflag National,Cluster-Entity
962,Cluster 9,Sports,Cluster-Entity
963,Cluster 9,Transgender Women,Cluster-Entity
964,Cluster 9,New Orleans,Cluster-Entity
965,Cluster 9,Trans,Cluster-Entity
966,Cluster 9,Netball,Cluster-Entity
967,Cluster 9,International Level Women,Cluster-Entity
968,Cluster 9,Elite Women  Competition,Cluster-Entity
969,Cluster 9,Immediate Effect,Cluster-Entity
970,Cluster 9,Transgender Women,Cluster-Entity
971,Cluster 3,Sherrod Brown,Cluster-Entity
972,Cluster 3,Mental Health,Cluster-Entity
973,Cluster 2,Pflag National,Cluster-Entity
974,Cluster 2,North Carolina,Cluster-Entity
975,Cluster 9,Russian Authorities,Cluster-Entity
976,Cluster 9,Russian,Cluster-Entity
977,Cluster 2,Meta,Cluster-Entity
978,Cluster 2,Content Creators,Cluster-Entity
979,Cluster 2,New Orleans,Cluster-Entity
980,Cluster 6,Scientific American’S,Cluster-Entity
981,Cluster 6,Dark History,Cluster-Entity
982,Cluster 3,Lgbtq,Cluster-Entity
983,Cluster 3,Death Penalty,Cluster-Entity
984,Cluster 2,Pressure,Cluster-Entity
985,Cluster 2,Rough Clampdown,Cluster-Entity
986,Cluster 2,Trans Latina Meraxes Medina,Cluster-Entity
987,Cluster 2,Los Angeles,Cluster-Entity
988,Cluster 3,Russia,Cluster-Entity
989,Cluster 3,Duolingo,Cluster-Entity
990,Cluster 3,Gay Bar,Cluster-Entity
991,Cluster 3,Educational Materials,Cluster-Entity
992,Cluster 4,Joe Biden,Cluster-Entity
993,Cluster 4,Lgbtq,Cluster-Entity
994,Cluster 2,U.S. Aid,Cluster-Entity
995,Cluster 2,Korbin Albert,Cluster-Entity
996,Cluster 2,Soccer Fans,Cluster-Entity
997,Cluster 2,Team,Cluster-Entity
998,Cluster 2,Social Media,Cluster-Entity
999,Cluster 6,Climate Change,Cluster-Entity
1000,Cluster 6,Trans,Cluster-Entity
1001,Cluster 6,Ridiculous,Cluster-Entity
1002,Cluster 6,Independent,Cluster-Entity
1003,Cluster 6,Indonesia,Cluster-Entity
1004,Cluster 6,Sex Workers,Cluster-Entity
1005,Cluster 6,Indonesian,Cluster-Entity
1006,Cluster 6,Uk,Cluster-Entity
1007,Cluster 9,Netball,Cluster-Entity
1008,Cluster 9,Transgender,Cluster-Entity
1009,Cluster 9,International Competition,Cluster-Entity
1010,Cluster 9,Elite Women  Competition,Cluster-Entity
1011,Cluster 9,New Orleans,Cluster-Entity
1012,Cluster 3,Giselle Byrd,Cluster-Entity
1013,Cluster 3,Center Stage,Cluster-Entity
1014,Cluster 9,Victoria Atkins,Cluster-Entity
1015,Cluster 9,Gender,Cluster-Entity
1016,Cluster 2,Lgbtq,Cluster-Entity
1017,Cluster 2,Of India,Cluster-Entity
1018,Cluster 2,Dev Patel,Cluster-Entity
1019,Cluster 2,Monkey Man,Cluster-Entity
1020,Cluster 2,Lgbt Community,Cluster-Entity
1021,Cluster 2,American Library Association,Cluster-Entity
1022,Cluster 2,Library Books,Cluster-Entity
1023,Cluster 9,Tennessee,Cluster-Entity
1024,Cluster 9,Transgender,Cluster-Entity
1025,Cluster 5,Outdoor,Cluster-Entity
1026,Cluster 5,Apparel Company,Cluster-Entity
1027,Cluster 5,Major Sponsor,Cluster-Entity
1028,Cluster 5,Lgbt,Cluster-Entity
1029,Cluster 5,Lgbt Youth,Cluster-Entity
1030,Cluster 1,Southern California,Cluster-Entity
1031,Cluster 1,Transgender Sanctuary Law,Cluster-Entity
1032,Cluster 2,Lesbians,Cluster-Entity
1033,Cluster 2,Transgender Women,Cluster-Entity
1034,Cluster 3,Lgbtq,Cluster-Entity
1035,Cluster 3,Freddie,Cluster-Entity
1036,Cluster 3,Arlington,Cluster-Entity
1037,Cluster 3,Anonymous Bomb T,Cluster-Entity
1038,Cluster 3,Bomb Threats,Cluster-Entity
1039,Cluster 3,Gay Bar,Cluster-Entity
1040,Cluster 9,Appeals Court,Cluster-Entity
1041,Cluster 9,Nation,Cluster-Entity
1042,Cluster 9,Ban On,Cluster-Entity
1043,Cluster 9,Hilary Cass,Cluster-Entity
1044,Cluster 9,Final,Cluster-Entity
1045,Cluster 9,Nhs,Cluster-Entity
1046,Cluster 9,Major Sponsor,Cluster-Entity
1047,Cluster 9,Gender Identity,Cluster-Entity
1048,Cluster 9,Diverse,Cluster-Entity
1049,Cluster 5,Ghana,Cluster-Entity
1050,Cluster 5,Ruling Party,Cluster-Entity
1051,Cluster 3,Colton Underwood,Cluster-Entity
1052,Cluster 3,Reality Tv,Cluster-Entity
1053,Cluster 4,Jimmy Kimmel,Cluster-Entity
1054,Cluster 4,Lgbtq,Cluster-Entity
1055,Cluster 3,Lgbtqi,Cluster-Entity
1056,Cluster 3,Initiative,Cluster-Entity
1057,Cluster 7,Tennessee,Cluster-Entity
1058,Cluster 7,Gov,Cluster-Entity
1059,Cluster 4,Dr. Jill Biden,Cluster-Entity
1060,Cluster 4,Melania Trump,Cluster-Entity
1061,Cluster 2,Oliver Stark,Cluster-Entity
1062,Cluster 2,Character,Cluster-Entity
1063,Cluster 1,Harry Potter,Cluster-Entity
1064,Cluster 1,Emma Watson,Cluster-Entity
1065,Cluster 1,Transgender,Cluster-Entity
1066,Cluster 6,Laura Jane Grace,Cluster-Entity
1067,Cluster 6,Hole,Cluster-Entity
1068,Cluster 6,Head,Cluster-Entity
1069,Cluster 1,Queer,Cluster-Entity
1070,Cluster 1,So Lonely,Cluster-Entity
1071,Cluster 2,Bbc,Cluster-Entity
1072,Cluster 2,Crucial New Details,Cluster-Entity
1073,Cluster 2,Whatsapp,Cluster-Entity
1074,Cluster 2,New Orleans,Cluster-Entity
1075,Cluster 2,Crucial Moment,Cluster-Entity
1076,Cluster 1,Lgbtq,Cluster-Entity
1077,Cluster 1,Republicans,Cluster-Entity
1078,Cluster 1,Trigger,Cluster-Entity
1079,Cluster 4,Dr. Jill Biden,Cluster-Entity
1080,Cluster 4,Melania Trump,Cluster-Entity
1081,Cluster 4,Lgbtq,Cluster-Entity
1082,Cluster 6,Metro Transit Police Department,Cluster-Entity
1083,Cluster 6,Washington,Cluster-Entity
1084,Cluster 3,Lempicka,Cluster-Entity
1085,Cluster 3,Queer Artist  Life,Cluster-Entity
1086,Cluster 3,Queer,Cluster-Entity
1087,Cluster 3,Legendary Producer,Cluster-Entity
1088,Cluster 3,New Revolution Campaign,Cluster-Entity
1089,Cluster 3,Sex Workers,Cluster-Entity
1090,Cluster 3,Sexual Revolution,Cluster-Entity
1091,Cluster 2,Free Speech,Cluster-Entity
1092,Cluster 2,Poland,Cluster-Entity
1093,Cluster 2,New Wing Government,Cluster-Entity
1094,Cluster 2,Athletes,Cluster-Entity
1095,Cluster 2,New Orleans,Cluster-Entity
1096,Cluster 2,Culture Of,Cluster-Entity
1097,Cluster 2,Media Matters,Cluster-Entity
1098,Cluster 2,Social Media,Cluster-Entity
1099,Cluster 8,George,Cluster-Entity
1100,Cluster 8,Mary,Cluster-Entity
1101,Cluster 8,Jacobean,Cluster-Entity
1102,Cluster 8,Julianne Moore,Cluster-Entity
1103,Cluster 8,Sexual Orientation,Cluster-Entity
1104,Cluster 9,Italy,Cluster-Entity
1105,Cluster 9,Giorgia Meloni,Cluster-Entity
1106,Cluster 9,Ireland'S Prime Minister,Cluster-Entity
1107,Cluster 3,Italy,Cluster-Entity
1108,Cluster 3,Surrogacy,Cluster-Entity
1109,Cluster 3,Ireland'S Prime Minister,Cluster-Entity
1110,Cluster 3,Seth Doane,Cluster-Entity
1111,Cluster 3,Jonathan Vigliotti,Cluster-Entity
1112,Cluster 3,Julian Curi,Cluster-Entity
1113,Cluster 3,Cbs,Cluster-Entity
1114,Cluster 3,Todd,Cluster-Entity
1115,Cluster 3,Short Film,Cluster-Entity
1116,Cluster 6,Boulevard,Cluster-Entity
1117,Cluster 6,Olivier Awards,Cluster-Entity
1118,Cluster 6,Dei,Cluster-Entity
1119,Cluster 6,Intersectionality,Cluster-Entity
1120,Cluster 6,Northants,Cluster-Entity
1121,Cluster 6,Middlesex,Cluster-Entity
1122,Cluster 2,Phil,Cluster-Entity
1123,Cluster 2,Activist,Cluster-Entity
1124,Cluster 2,Audience,Cluster-Entity
1125,Cluster 2,Trans Activist Says,Cluster-Entity
1126,Cluster 2,Olds,Cluster-Entity
1127,Cluster 2,Leftist,Cluster-Entity
1128,Cluster 2,Scottish Leader,Cluster-Entity
1129,Cluster 2,Humza Yousaf,Cluster-Entity
1130,Cluster 2,Free Speech,Cluster-Entity
